gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
M,Bach,314474,<=55,Y,B,Married,N,Professional,3High,Owner,Midwest,1,J,Thomas Simpson,Thomas.Simpson@mail.com
M,,487916,NaN,Y,C,,Y,Others,3High,Owner,Northeast,1,G,Gerald Thomas,Gerald.Thomas@mail.com
F,HS,105280,NaN,N,F,Married,Y,Blue Collar,1Low,Owner,South,9,G,Lois Moniz,Lois.Moniz@mail.com
M,Some College,542080,<=45,Y,E,Married,U,Professional,1Low,,West,1,F,Jon Garner,Jon.Garner@mail.com
M,Bach,309996,<=65,Y,E,,N,Professional,1Low,,Midwest,2,F,Charles Jackson,Charles.Jackson@mail.com
M,Bach,187762,<=35,Y,F,Single,N,Sales/Service,1Low,Renter,South,8,D,Refugio Stoffel,Refugio.Stoffel@mail.com
M,Some College,153237,NaN,N,E,Married,U,Sales/Service,2Med,Owner,West,3,D,Frank Vazquez,Frank.Vazquez@mail.com
M,Bach,958240,<=55,Y,I,Married,N,Professional,1Low,Owner,South,1,C,Steve Cook,Steve.Cook@mail.com
M,<HS,52905,NaN,Y,J,,N,Farm,1Low,Owner,South,5,D,Randall Johnson,Randall.Johnson@mail.com
F,Some College,335938,<=25,Y,C,Married,N,Sales/Service,2Med,Owner,South,1,E,Jonelle Kho,Jonelle.Kho@mail.com
M,Grad,471882,<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,J,William Kennedy,William.Kennedy@mail.com
F,Some College,195982,<=45,N,C,Married,Y,Sales/Service,1Low,Owner,South,3,E,Margaret Teague,Margaret.Teague@mail.com
M,Grad,0,>65,Y,B,Married,N,Retired,1Low,Owner,West,2,H,Owen Harkins,Owen.Harkins@mail.com
M,Bach,1070107,<=45,Y,B,,Y,Professional,1Low,Renter,Northeast,4,G,Jeremy Blanton,Jeremy.Blanton@mail.com
F,Grad,453898,<=45,Y,B,Married,Y,Sales/Service,1Low,Renter,Northeast,2,K,Gail Johnston,Gail.Johnston@mail.com
F,Some College,0,<=25,N,E,Married,Y,Sales/Service,1Low,Renter,Midwest,8,D,Anna Falcon,Anna.Falcon@mail.com
F,Some College,0,<=35,Y,J,,Y,Sales/Service,1Low,,Northeast,3,G,Judith Manzo,Judith.Manzo@mail.com
M,<HS,530884,<=65,N,B,,Y,Retired,2Med,Owner,West,1,G,Scott Musigdilok,Scott.Musigdilok@mail.com
M,Some College,789705,<=55,Y,E,,Y,Professional,2Med,Owner,West,1,E,Hector Mccoy,Hector.Mccoy@mail.com
M,Bach,856107,<=35,Y,B,,N,Professional,3High,Owner,Midwest,1,K,Philip Robinson,Philip.Robinson@mail.com
F,Some College,600000,<=65,Y,J,Married,Y,Professional,1Low,Owner,South,5,C,Kimberly Mcdaniel,Kimberly.Mcdaniel@mail.com
F,HS,0,>65,Y,G,,Y,Sales/Service,1Low,Renter,West,4,D,Kathy Luvene,Kathy.Luvene@mail.com
F,HS,118897,<=65,Y,F,,Y,Sales/Service,1Low,Owner,Midwest,4,D,Gwyneth Smiley,Gwyneth.Smiley@mail.com
M,,0,<=65,Y,G,Married,U,Professional,1Low,Renter,Northeast,9,C,Armando Conley,Armando.Conley@mail.com
M,Grad,131239,<=65,N,F,Married,Y,Professional,1Low,Renter,South,7,D,Justin Vereb,Justin.Vereb@mail.com
M,Bach,762771,<=55,N,C,Married,Y,Professional,3High,Owner,West,1,A,William Brazil,William.Brazil@mail.com
M,Bach,0,<=55,Y,G,Married,N,Blue Collar,1Low,Renter,Northeast,9,G,Andy Vanes,Andy.Vanes@mail.com
M,Bach,301426,NaN,Y,B,Married,U,Sales/Service,3High,Owner,South,1,L,Eddie Midkiff,Eddie.Midkiff@mail.com
M,Some College,230120,<=55,N,E,,N,Professional,1Low,Owner,South,5,E,Derrick Reed,Derrick.Reed@mail.com
U,Bach,0,NaN,Y,U,Single,0,Professional,3High,,Northeast,0,U,Melissa Anderson,Melissa.Anderson@mail.com
M,Grad,483436,<=55,Y,C,Married,Y,Professional,1Low,Owner,South,2,L,George Brewer,George.Brewer@mail.com
M,Bach,243422,NaN,Y,C,Married,U,Professional,2Med,Owner,South,6,E,Edgar Lerch,Edgar.Lerch@mail.com
F,Bach,75809,<=45,Y,J,Married,Y,Sales/Service,1Low,,South,3,D,Brandy Tucker,Brandy.Tucker@mail.com
M,HS,103040,<=45,N,F,,Y,Blue Collar,1Low,,Midwest,7,F,Hung Bagwell,Hung.Bagwell@mail.com
F,Some College,292992,NaN,Y,B,Married,Y,Professional,2Med,Owner,West,4,F,Valerie Salvo,Valerie.Salvo@mail.com
M,Grad,136488,<=55,N,F,Married,U,Professional,1Low,,South,1,E,Gary Gerry,Gary.Gerry@mail.com
M,Some College,0,<=55,Y,B,Married,N,Professional,1Low,Renter,Rest,4,E,Victor Woods,Victor.Woods@mail.com
M,HS,0,>65,N,F,Married,N,Retired,1Low,Owner,Midwest,4,D,Keith Hoover,Keith.Hoover@mail.com
M,Grad,466520,<=35,Y,C,Single,U,Professional,1Low,Owner,South,1,H,Richard Sanborn,Richard.Sanborn@mail.com
M,Some College,0,<=35,N,G,Single,N,Blue Collar,1Low,Renter,West,4,D,Nicholas Martinez,Nicholas.Martinez@mail.com
M,Grad,585657,<=55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,H,George Barhorst,George.Barhorst@mail.com
M,Some College,214348,<=55,N,E,Married,N,Professional,2Med,Owner,Midwest,3,F,Frank Fitzsimmons,Frank.Fitzsimmons@mail.com
M,HS,0,<=55,Y,B,Married,U,Sales/Service,1Low,Owner,Midwest,7,F,John Godinho,John.Godinho@mail.com
F,Bach,303368,>65,Y,D,Married,N,Retired,1Low,Owner,Northeast,2,F,Helene Sudbeck,Helene.Sudbeck@mail.com
F,Bach,984149,<=55,Y,B,Married,N,Professional,3High,Owner,South,1,I,Amanda Chavez,Amanda.Chavez@mail.com
M,HS,331393,<=55,Y,E,Single,U,Sales/Service,2Med,Owner,South,3,D,George Alward,George.Alward@mail.com
F,Some College,32427,<=45,Y,F,,Y,Sales/Service,1Low,Owner,Midwest,2,C,Betty Backstrom,Betty.Backstrom@mail.com
M,Some College,154213,<=55,N,J,Married,Y,Blue Collar,1Low,Owner,Northeast,4,E,Dennis Dretzka,Dennis.Dretzka@mail.com
F,HS,113220,<=65,Y,F,Married,U,Sales/Service,1Low,Owner,Midwest,3,E,Maria Cleland,Maria.Cleland@mail.com
F,Some College,337647,<=45,Y,B,Married,Y,Professional,3High,Owner,South,1,H,Stefanie Carter,Stefanie.Carter@mail.com
M,Some College,320133,<=55,Y,E,Married,U,Others,1Low,Owner,West,4,E,Jeremy Frierson,Jeremy.Frierson@mail.com
F,Grad,76300,<=55,Y,E,Married,N,Sales/Service,1Low,Owner,Midwest,8,E,Karen Dukes,Karen.Dukes@mail.com
F,Grad,0,<=55,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,6,A,Denise Lindberg,Denise.Lindberg@mail.com
M,Bach,349726,<=55,Y,E,Married,Y,Professional,3High,Owner,Midwest,4,G,Robert Thompson,Robert.Thompson@mail.com
F,HS,203263,<=55,Y,C,Married,Y,Others,1Low,Owner,South,2,G,Kelly Montague,Kelly.Montague@mail.com
F,Bach,392661,<=35,Y,C,,N,Sales/Service,1Low,Owner,South,3,F,Latisha Smith,Latisha.Smith@mail.com
M,Some College,241816,NaN,Y,J,Married,Y,Sales/Service,1Low,,South,9,C,Alvin Jenkins,Alvin.Jenkins@mail.com
F,Bach,21560,<=45,Y,J,,Y,Sales/Service,1Low,Owner,Midwest,3,D,Janice Dungey,Janice.Dungey@mail.com
M,HS,117175,>65,N,D,Married,N,Retired,1Low,Owner,Northeast,2,C,Donald Adams,Donald.Adams@mail.com
F,<HS,50641,>65,Y,D,Married,N,Retired,1Low,Owner,South,6,A,Valerie Barber,Valerie.Barber@mail.com
M,<HS,363733,<=65,N,I,Married,U,Sales/Service,3High,Owner,West,3,A,Joe Jefferis,Joe.Jefferis@mail.com
M,HS,0,<=65,Y,B,Married,N,Farm,1Low,Owner,Midwest,2,I,Lawrence Fernandez,Lawrence.Fernandez@mail.com
M,Bach,343480,NaN,Y,F,Married,U,Professional,1Low,Renter,Northeast,1,I,Sherman Bailey,Sherman.Bailey@mail.com
M,<HS,514153,NaN,Y,F,Married,Y,Blue Collar,2Med,Owner,West,2,F,Matthew Henderson,Matthew.Henderson@mail.com
F,Some College,134342,<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,3,E,Stephanie Park,Stephanie.Park@mail.com
U,,114886,NaN,Y,F,,Y,Others,1Low,Owner,South,4,C,Lindsay Williams,Lindsay.Williams@mail.com
F,Grad,418124,<=45,Y,C,,Y,Professional,3High,Owner,South,1,L,Sarah Rivera,Sarah.Rivera@mail.com
M,Grad,635949,<=55,Y,C,,Y,Professional,3High,Owner,Northeast,1,L,Randall Wallace,Randall.Wallace@mail.com
F,Some College,97315,<=55,N,I,Married,Y,Professional,1Low,Owner,South,3,D,Louise Mims,Louise.Mims@mail.com
F,Some College,104640,<=25,N,G,Single,N,Sales/Service,1Low,Owner,South,8,C,Sharon Austin,Sharon.Austin@mail.com
F,Some College,98198,<=35,Y,F,Married,U,Sales/Service,1Low,,Midwest,9,E,Krista Plancarte,Krista.Plancarte@mail.com
M,HS,143236,<=65,N,E,Married,U,Others,1Low,Renter,West,4,E,Kelly Driscoll,Kelly.Driscoll@mail.com
M,<HS,150420,<=55,Y,J,Married,U,Blue Collar,1Low,Owner,South,1,E,John Lowder,John.Lowder@mail.com
F,HS,275933,<=65,Y,E,Married,N,Professional,1Low,Owner,Midwest,2,E,Lisa Woods,Lisa.Woods@mail.com
M,Some College,122428,<=25,Y,E,Married,N,Blue Collar,1Low,Owner,Midwest,3,E,Bernard Harford,Bernard.Harford@mail.com
F,<HS,407769,NaN,N,F,Single,Y,Sales/Service,3High,Owner,Northeast,3,D,Ann Scott,Ann.Scott@mail.com
F,HS,0,<=65,Y,I,,Y,Professional,1Low,Owner,Midwest,7,D,Phyllis Linarez,Phyllis.Linarez@mail.com
F,Grad,696466,<=65,N,J,,N,Professional,3High,Owner,Northeast,6,E,Julie Ochoa,Julie.Ochoa@mail.com
F,HS,0,<=45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,4,G,Jennifer Rogers,Jennifer.Rogers@mail.com
F,Grad,521565,<=65,Y,B,Single,N,Professional,2Med,Owner,South,1,H,Julia Vaughn,Julia.Vaughn@mail.com
M,HS,241326,NaN,N,E,Single,Y,Blue Collar,2Med,Owner,West,9,D,Edward Reed,Edward.Reed@mail.com
M,Some College,251194,<=45,N,C,Married,Y,Professional,1Low,Owner,South,1,B,Gary Michel,Gary.Michel@mail.com
M,Some College,99473,<=25,N,F,Married,U,Blue Collar,1Low,Owner,West,3,B,Percy Simmons,Percy.Simmons@mail.com
M,<HS,63743,<=45,Y,E,,Y,Blue Collar,1Low,Owner,South,3,A,Clyde Orleans,Clyde.Orleans@mail.com
F,Some College,0,<=25,Y,G,,Y,Blue Collar,1Low,Renter,West,7,F,Sandy Kilbane,Sandy.Kilbane@mail.com
M,Bach,674492,<=55,Y,C,Married,Y,Professional,3High,Owner,West,1,H,Terry Revak,Terry.Revak@mail.com
M,Some College,170040,NaN,Y,C,,Y,Blue Collar,1Low,Owner,Northeast,3,F,Matthew Vaughn,Matthew.Vaughn@mail.com
F,Grad,0,<=45,Y,A,Married,Y,Professional,1Low,Owner,Northeast,1,L,Britt Parra,Britt.Parra@mail.com
F,Grad,263780,<=35,N,E,Married,U,Professional,1Low,Owner,Northeast,1,E,Karen Brown,Karen.Brown@mail.com
F,Some College,419955,<=35,Y,B,,Y,Sales/Service,1Low,Owner,South,1,F,Michelle Hall,Michelle.Hall@mail.com
M,Some College,0,<=55,N,I,Married,N,Sales/Service,1Low,Owner,Northeast,2,C,Timothy Garcia,Timothy.Garcia@mail.com
F,Some College,496931,<=45,Y,C,Married,Y,Professional,1Low,Owner,West,2,G,Maria Short,Maria.Short@mail.com
M,Bach,362316,<=45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,H,Eric Peters,Eric.Peters@mail.com
M,HS,65821,<=65,N,H,Married,N,Retired,1Low,Renter,South,8,G,Kevin Trudeau,Kevin.Trudeau@mail.com
M,Some College,329419,<=65,Y,E,,U,Professional,1Low,Owner,South,3,G,Larry Warner,Larry.Warner@mail.com
F,Some College,221804,<=55,Y,C,,Y,Professional,3High,Owner,Northeast,1,G,Tara Aleman,Tara.Aleman@mail.com
M,Some College,0,>65,N,D,Married,N,Sales/Service,1Low,Owner,South,4,C,Marty Golan,Marty.Golan@mail.com
M,HS,89152,<=55,N,F,Married,U,Blue Collar,1Low,Renter,Midwest,4,B,Charles Ortega,Charles.Ortega@mail.com
F,Grad,255060,NaN,N,B,Married,U,Sales/Service,1Low,Owner,South,5,I,Simona Lee,Simona.Lee@mail.com
F,Bach,356048,<=55,N,C,Married,Y,Professional,3High,Owner,West,1,F,Angela Gallo,Angela.Gallo@mail.com
F,<HS,87118,<=35,Y,F,,Y,Professional,1Low,,South,9,D,Maria Nicholson,Maria.Nicholson@mail.com
M,Bach,437685,<=55,Y,C,Married,U,Professional,2Med,Owner,South,2,J,Earl Olsen,Earl.Olsen@mail.com
M,<HS,0,>65,Y,A,Married,N,Retired,1Low,Renter,South,9,A,David Dunlap,David.Dunlap@mail.com
F,HS,0,<=35,N,J,,N,Blue Collar,1Low,Owner,South,6,G,Naomi Adorno,Naomi.Adorno@mail.com
M,Bach,100280,<=45,Y,E,Married,Y,Sales/Service,3High,Owner,Midwest,1,E,William Reynolds,William.Reynolds@mail.com
M,Grad,828291,<=55,N,C,Married,Y,Professional,2Med,Owner,West,1,L,Peter Blanton,Peter.Blanton@mail.com
M,Some College,838482,<=25,N,E,,N,Sales/Service,1Low,Owner,West,6,F,John Rogers,John.Rogers@mail.com
F,Bach,263535,<=45,Y,C,Married,Y,Professional,1Low,Owner,South,1,E,Robin Ellis,Robin.Ellis@mail.com
M,Some College,113687,<=25,Y,E,,Y,Blue Collar,1Low,Owner,South,5,E,Stephen Wold,Stephen.Wold@mail.com
U,<HS,282752,<=65,Y,A,,U,Professional,2Med,Owner,South,2,G,Liana Latta,Liana.Latta@mail.com
F,Some College,392400,<=25,N,F,,Y,Sales/Service,2Med,Owner,West,8,D,Irene Levin,Irene.Levin@mail.com
U,Grad,0,NaN,N,I,,N,Sales/Service,1Low,Renter,Northeast,9,A,Evelyn Driggs,Evelyn.Driggs@mail.com
M,HS,143420,<=35,Y,J,Married,Y,Sales/Service,1Low,Renter,South,4,E,William Hughes,William.Hughes@mail.com
F,Grad,189736,<=35,Y,B,Married,Y,Professional,1Low,Owner,South,4,F,Jillian Bearden,Jillian.Bearden@mail.com
F,Some College,228464,<=45,Y,E,,Y,Sales/Service,1Low,Owner,South,1,F,Traci Flowers,Traci.Flowers@mail.com
M,Bach,0,<=35,Y,G,Single,N,Blue Collar,1Low,,Midwest,7,A,William Hayslip,William.Hayslip@mail.com
F,Bach,82273,<=65,Y,F,,Y,Sales/Service,1Low,Owner,Midwest,2,F,Lula Handsaker,Lula.Handsaker@mail.com
F,HS,105948,>65,Y,I,,N,Retired,1Low,Owner,Midwest,8,E,Christine Hershberger,Christine.Hershberger@mail.com
F,Some College,250155,<=65,Y,D,,N,Professional,1Low,Owner,South,8,F,Whitney Owens,Whitney.Owens@mail.com
M,<HS,734616,>65,Y,E,Married,N,Retired,3High,Owner,West,2,K,Richard Miller,Richard.Miller@mail.com
M,HS,123232,<=55,Y,I,Married,U,Others,1Low,Owner,South,6,D,David Walker,David.Walker@mail.com
M,Grad,1136695,<=45,Y,B,Married,Y,Professional,3High,Owner,South,1,L,Jason Earl,Jason.Earl@mail.com
F,Bach,201050,<=45,Y,B,Married,Y,Professional,1Low,Owner,Northeast,2,F,Karen Gurley,Karen.Gurley@mail.com
M,Grad,347710,<=35,Y,C,Married,U,Professional,3High,Owner,South,1,A,Alejandro Smith,Alejandro.Smith@mail.com
F,Grad,855323,<=35,Y,B,Married,U,Professional,3High,Owner,West,2,K,Margaret Dunbar,Margaret.Dunbar@mail.com
F,HS,143062,>65,Y,D,Married,N,Retired,1Low,Owner,West,3,D,Jill Madison,Jill.Madison@mail.com
M,Bach,279993,<=45,Y,C,Married,Y,Professional,2Med,Owner,South,1,I,Gregory Bradley,Gregory.Bradley@mail.com
F,<HS,282691,<=45,N,C,Married,Y,Sales/Service,1Low,Owner,South,1,E,Mary Winchel,Mary.Winchel@mail.com
M,Some College,1001880,<=65,Y,B,Married,N,Sales/Service,3High,Owner,South,1,K,Levi Ellzey,Levi.Ellzey@mail.com
M,HS,0,<=55,N,G,Married,Y,Others,1Low,Renter,South,9,B,Richard Davino,Richard.Davino@mail.com
F,HS,642751,<=65,N,C,,Y,Others,1Low,Owner,South,1,E,Lizzie Cosgrove,Lizzie.Cosgrove@mail.com
M,Grad,676113,NaN,Y,C,Married,Y,Blue Collar,3High,Owner,South,4,F,Bruce Bloxham,Bruce.Bloxham@mail.com
F,Bach,163500,>65,Y,D,,N,Retired,1Low,Owner,Midwest,1,B,Rachel Wasson,Rachel.Wasson@mail.com
F,HS,494306,<=45,Y,C,Married,Y,Retired,3High,Owner,Northeast,1,K,Anne Knowles,Anne.Knowles@mail.com
M,HS,344385,<=35,Y,E,,N,Sales/Service,2Med,Owner,West,4,E,Jerry Klarich,Jerry.Klarich@mail.com
M,<HS,475349,<=65,N,C,Married,N,Sales/Service,2Med,Owner,West,1,F,Richard Purington,Richard.Purington@mail.com
M,Some College,504452,>65,Y,D,Married,N,Retired,2Med,Owner,South,1,H,Brian Rees,Brian.Rees@mail.com
M,HS,785781,<=25,Y,C,,N,Sales/Service,3High,Owner,West,4,D,Donald Forbus,Donald.Forbus@mail.com
M,Bach,0,>65,N,I,Married,Y,Retired,1Low,Owner,Midwest,7,E,James Moss,James.Moss@mail.com
F,Some College,309941,NaN,N,J,Married,Y,Blue Collar,3High,Owner,West,1,C,Karen Schatzman,Karen.Schatzman@mail.com
M,,199924,<=25,N,E,,Y,Sales/Service,1Low,Owner,South,2,C,Conrad Nichols,Conrad.Nichols@mail.com
F,Bach,0,NaN,N,G,Single,U,Professional,1Low,Renter,South,7,G,Ronda Keach,Ronda.Keach@mail.com
M,Some College,486314,NaN,Y,C,,U,Professional,1Low,Owner,Midwest,3,G,Ray Smith,Ray.Smith@mail.com
M,Some College,479491,<=65,N,E,Married,N,Sales/Service,1Low,Owner,West,3,H,Daniel Bowden,Daniel.Bowden@mail.com
M,HS,419573,<=35,N,E,Married,U,Sales/Service,3High,Owner,Northeast,3,F,John Koch,John.Koch@mail.com
M,Bach,0,<=55,Y,B,,N,Professional,1Low,,Northeast,2,F,Dallas Daughtridge,Dallas.Daughtridge@mail.com
M,Some College,298976,<=65,Y,B,Married,N,Professional,1Low,Owner,Northeast,4,D,Travis Wilson,Travis.Wilson@mail.com
M,Bach,658714,<=45,Y,C,Married,Y,Professional,3High,Owner,West,1,K,David Cain,David.Cain@mail.com
M,Grad,52320,>65,Y,C,,Y,Retired,1Low,Owner,South,3,L,Brett Hess,Brett.Hess@mail.com
M,Bach,0,<=45,Y,E,,Y,Professional,1Low,Renter,South,5,E,Robert Oneill,Robert.Oneill@mail.com
F,Some College,0,<=55,Y,I,Single,Y,Sales/Service,1Low,Owner,South,3,G,Alene Shipman,Alene.Shipman@mail.com
M,Some College,241718,<=45,Y,B,Married,U,Blue Collar,1Low,Owner,South,2,F,Nathaniel Sheffield,Nathaniel.Sheffield@mail.com
F,Bach,0,<=45,Y,E,,Y,Professional,1Low,Renter,South,4,D,Norma Busi,Norma.Busi@mail.com
M,Bach,259049,>65,N,D,,N,Retired,1Low,Owner,West,1,C,Matthew Pray,Matthew.Pray@mail.com
U,Grad,164263,<=45,N,B,Married,Y,Professional,2Med,Owner,South,1,I,Mary Sacco,Mary.Sacco@mail.com
M,HS,374938,>65,Y,D,Married,N,Retired,1Low,Owner,Northeast,5,A,Ben Franzese,Ben.Franzese@mail.com
M,Bach,0,<=45,Y,E,Single,U,Sales/Service,1Low,Renter,West,2,D,David Chambers,David.Chambers@mail.com
M,Grad,446202,<=65,Y,B,Married,U,Sales/Service,1Low,Owner,Midwest,1,J,Adam Hutchingson,Adam.Hutchingson@mail.com
M,Grad,136875,NaN,Y,G,Single,N,Professional,1Low,Renter,Midwest,2,B,Fred Bowen,Fred.Bowen@mail.com
F,<HS,0,NaN,N,A,Married,U,Sales/Service,1Low,,South,3,D,Cheryl Wild,Cheryl.Wild@mail.com
M,HS,215765,NaN,N,F,Married,Y,Sales/Service,1Low,,Northeast,7,E,Henry Boucher,Henry.Boucher@mail.com
F,Some College,200222,<=45,Y,H,,N,Sales/Service,1Low,Owner,South,3,E,Carolina Stenn,Carolina.Stenn@mail.com
M,Bach,2959371,<=65,Y,C,Married,Y,Professional,1Low,Owner,West,1,L,Jacob Brooks,Jacob.Brooks@mail.com
M,HS,180320,<=65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,2,F,Danny Wilder,Danny.Wilder@mail.com
M,Bach,670132,<=55,Y,B,Married,Y,Sales/Service,3High,Owner,South,5,L,Nathanael Shay,Nathanael.Shay@mail.com
F,HS,18857,>65,Y,F,,Y,Retired,1Low,Owner,South,2,A,Ashley Cammack,Ashley.Cammack@mail.com
F,Grad,653182,<=45,Y,B,Married,N,Professional,1Low,Renter,Northeast,1,K,Nina Hyde,Nina.Hyde@mail.com
F,HS,71932,<=25,N,D,Married,N,Sales/Service,1Low,Owner,Midwest,5,E,Esmeralda Brase,Esmeralda.Brase@mail.com
F,Bach,236748,<=45,Y,D,,N,Sales/Service,1Low,Owner,Midwest,2,E,Sandra Fidler,Sandra.Fidler@mail.com
F,Bach,218534,<=55,Y,B,Married,N,Professional,2Med,Owner,Midwest,3,G,Sarah Smtih,Sarah.Smtih@mail.com
M,Bach,40548,<=65,N,I,Single,N,Retired,1Low,Owner,Northeast,3,B,Mario Lavette,Mario.Lavette@mail.com
F,Some College,538460,<=25,N,G,,Y,Professional,1Low,Renter,Northeast,8,D,Monica Haymaker,Monica.Haymaker@mail.com
F,Bach,404270,<=55,Y,B,Married,U,Professional,3High,Owner,South,2,H,Isabelle Seamans,Isabelle.Seamans@mail.com
M,Some College,345312,NaN,Y,F,,N,Sales/Service,3High,Owner,West,8,C,Fred Betschart,Fred.Betschart@mail.com
F,Some College,109872,<=35,Y,G,Single,U,Sales/Service,1Low,Renter,South,4,D,Margaret Taylor,Margaret.Taylor@mail.com
F,Bach,669478,<=65,Y,B,,N,Retired,1Low,Owner,West,1,J,Carrie Coughlin,Carrie.Coughlin@mail.com
F,Some College,549850,<=25,Y,B,,N,Professional,3High,Owner,Midwest,1,I,Berneice Walker,Berneice.Walker@mail.com
F,Some College,0,<=45,Y,G,Single,Y,Sales/Service,1Low,Renter,Northeast,8,B,Nancy Mateo,Nancy.Mateo@mail.com
F,HS,0,<=55,N,G,Single,Y,Sales/Service,1Low,Renter,West,7,E,Pa Granger,Pa.Granger@mail.com
M,Some College,256150,<=25,Y,B,,N,Sales/Service,3High,Owner,South,1,I,Ramon Perez,Ramon.Perez@mail.com
F,Some College,1001110,<=45,N,C,,U,Professional,1Low,,West,3,J,Rebecca Morey,Rebecca.Morey@mail.com
M,Some College,88126,<=65,N,I,,N,Blue Collar,1Low,Owner,South,8,B,Charles Green,Charles.Green@mail.com
U,Bach,347361,<=35,Y,F,,Y,Professional,3High,Owner,West,4,E,Julie Pool,Julie.Pool@mail.com
M,<HS,0,NaN,N,G,Single,Y,Blue Collar,1Low,Renter,West,7,A,Robert Nails,Robert.Nails@mail.com
M,Some College,0,<=45,Y,F,Married,Y,Blue Collar,1Low,Renter,South,7,F,Chuck Waymire,Chuck.Waymire@mail.com
F,Grad,427371,<=55,Y,E,Married,Y,Professional,3High,Owner,West,1,G,Leeann Laguire,Leeann.Laguire@mail.com
M,Some College,272500,<=45,Y,C,Married,Y,Blue Collar,2Med,Owner,West,3,G,Louis Jaeger,Louis.Jaeger@mail.com
F,Some College,181594,<=25,Y,E,,U,Blue Collar,1Low,Owner,South,1,G,Estella Cano,Estella.Cano@mail.com
F,Some College,0,<=25,N,G,Married,Y,Sales/Service,1Low,Renter,South,5,A,Clara Mannon,Clara.Mannon@mail.com
M,HS,33139,<=35,N,F,Single,Y,Sales/Service,1Low,Owner,Midwest,5,E,Peter Crosby,Peter.Crosby@mail.com
M,Some College,366719,NaN,Y,C,Married,Y,Sales/Service,1Low,,West,7,K,Sammie Schilling,Sammie.Schilling@mail.com
F,<HS,234088,<=65,N,D,Single,Y,Sales/Service,1Low,Owner,Northeast,1,E,Meagan Guidry,Meagan.Guidry@mail.com
M,Grad,913965,<=65,N,B,,N,Professional,1Low,Owner,West,1,J,Michael Mitchell,Michael.Mitchell@mail.com
M,Bach,560275,NaN,Y,B,Married,U,Professional,3High,Owner,West,1,F,Adam Cook,Adam.Cook@mail.com
F,Grad,391920,<=55,Y,C,,Y,Professional,1Low,Owner,South,1,J,Audrey Nghe,Audrey.Nghe@mail.com
M,Some College,336679,<=55,Y,E,Married,Y,Blue Collar,2Med,Owner,West,2,G,Richard Smith,Richard.Smith@mail.com
M,HS,0,>65,Y,H,Married,N,Sales/Service,1Low,Owner,South,2,A,Brian Ayers,Brian.Ayers@mail.com
F,HS,325790,<=55,Y,D,Married,U,Professional,1Low,Owner,Northeast,2,E,Gay Conway,Gay.Conway@mail.com
F,HS,339099,NaN,Y,C,Married,Y,Others,3High,Owner,Midwest,2,F,Donna Moore,Donna.Moore@mail.com
U,Some College,509705,>65,N,D,,N,Retired,1Low,Owner,South,2,A,Cherry Haag,Cherry.Haag@mail.com
M,Bach,229772,<=35,Y,C,Married,Y,Sales/Service,2Med,Owner,South,1,F,Earl Sauer,Earl.Sauer@mail.com
M,Some College,65443,<=55,Y,J,Married,N,Blue Collar,1Low,Owner,Northeast,8,E,Robert Corcoran,Robert.Corcoran@mail.com
M,Bach,1089727,<=45,Y,B,Married,Y,Professional,3High,Owner,West,1,E,Edward Greene,Edward.Greene@mail.com
M,HS,219874,NaN,Y,C,,Y,Sales/Service,1Low,Owner,South,9,D,David Mccreery,David.Mccreery@mail.com
F,HS,131650,<=25,Y,E,,N,Blue Collar,1Low,Owner,Midwest,4,E,Lara Luna,Lara.Luna@mail.com
M,HS,517205,<=65,Y,C,Married,Y,Sales/Service,1Low,,Northeast,4,L,Tracy Morrow,Tracy.Morrow@mail.com
M,HS,158006,<=65,N,B,Single,N,Others,1Low,Owner,Northeast,1,A,John Werner,John.Werner@mail.com
M,HS,111104,<=65,Y,I,Married,U,Sales/Service,2Med,Owner,West,8,D,Harold Smallwood,Harold.Smallwood@mail.com
M,Bach,0,<=45,N,G,Single,Y,Sales/Service,1Low,Renter,South,6,B,Sean Meikle,Sean.Meikle@mail.com
F,Some College,290894,NaN,Y,E,,Y,Sales/Service,1Low,Owner,South,4,I,Darcy Terrell,Darcy.Terrell@mail.com
F,Bach,445068,<=45,Y,C,Married,Y,Professional,2Med,Owner,South,1,J,Ann Totaro,Ann.Totaro@mail.com
F,Bach,163663,<=25,N,F,Single,U,Sales/Service,1Low,,South,7,D,Elva Horton,Elva.Horton@mail.com
M,Bach,420849,<=25,Y,B,,N,Sales/Service,2Med,Owner,South,1,E,Darryl Vasquez,Darryl.Vasquez@mail.com
M,Grad,822510,>65,Y,B,Married,N,Retired,3High,Owner,Northeast,1,L,Andrew Nunes,Andrew.Nunes@mail.com
M,Grad,460309,NaN,N,B,Married,Y,Sales/Service,1Low,Owner,South,5,J,Rafael Qualls,Rafael.Qualls@mail.com
