purchased,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income,name,email
N,F,<HS,169059,NaN,Y,F,,Y,Sales/Service,2Med,Owner,Northeast,8,F,Karen Anderson,Karen.Anderson@mail.com
Y,M,Grad,185300,<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,3,I,John Ceballos,John.Ceballos@mail.com
Y,M,HS,374960,<=55,N,E,Married,Y,Sales/Service,2Med,Owner,Northeast,1,E,James Tuttle,James.Tuttle@mail.com
N,M,Some College,119880,<=25,Y,I,,N,Farm,1Low,Owner,Midwest,4,G,Phillip Gentry,Phillip.Gentry@mail.com
Y,M,Grad,220049,<=35,Y,A,Single,N,Sales/Service,2Med,Owner,Northeast,2,A,Andrew Paddio,Andrew.Paddio@mail.com
Y,M,Some College,323435,<=55,Y,C,Married,Y,Professional,1Low,Owner,South,1,F,Joel Varner,Joel.Varner@mail.com
N,M,Some College,0,<=45,Y,A,Single,Y,Blue Collar,1Low,Renter,West,6,F,Brian Parlin,Brian.Parlin@mail.com
N,F,Some College,172209,<=65,N,D,Married,N,Professional,1Low,Owner,South,1,E,Cortney Sims,Cortney.Sims@mail.com
N,M,Bach,167097,<=35,N,B,,N,Blue Collar,1Low,Owner,Northeast,5,F,Trenton Lang,Trenton.Lang@mail.com
Y,M,Grad,273720,<=35,Y,B,,U,Professional,1Low,Owner,Northeast,1,F,Jason Rodeheaver,Jason.Rodeheaver@mail.com
N,M,<HS,798061,<=65,Y,C,Married,Y,Retired,1Low,Renter,West,1,L,David Lowery,David.Lowery@mail.com
N,U,Some College,271846,NaN,Y,D,,N,Sales/Service,1Low,Owner,South,1,H,Mackenzie Keeney,Mackenzie.Keeney@mail.com
Y,M,Bach,438016,<=55,Y,B,Married,U,Professional,1Low,Owner,Northeast,1,J,Eugene Fields,Eugene.Fields@mail.com
N,M,Some College,158366,<=45,N,E,Married,Y,Blue Collar,1Low,Owner,Midwest,6,C,Terry West,Terry.West@mail.com
Y,F,HS,40439,<=65,Y,B,Married,Y,Sales/Service,1Low,Owner,Midwest,2,E,Wanda Reiber,Wanda.Reiber@mail.com
Y,F,HS,384552,<=55,Y,C,,U,Professional,1Low,Owner,South,1,G,Judith Ramirez,Judith.Ramirez@mail.com
Y,M,Bach,142080,<=45,Y,D,,N,Professional,1Low,Owner,Midwest,1,G,Edward Burgess,Edward.Burgess@mail.com
N,M,Grad,354032,<=55,Y,D,Married,N,Blue Collar,2Med,Owner,South,1,C,Mario Jones,Mario.Jones@mail.com
N,F,Bach,153802,<=35,N,C,Married,Y,Professional,1Low,Renter,South,3,E,Marie Draper,Marie.Draper@mail.com
N,F,HS,0,<=25,N,G,,U,Sales/Service,1Low,Renter,West,3,D,Rebecca Sprinkel,Rebecca.Sprinkel@mail.com
N,F,Some College,261491,<=55,N,H,,Y,Sales/Service,1Low,Owner,West,6,E,Katrina Dunkley,Katrina.Dunkley@mail.com
Y,F,HS,0,<=55,Y,F,Single,Y,Sales/Service,1Low,Owner,South,2,C,Shelly Tague,Shelly.Tague@mail.com
N,M,<HS,549360,<=55,N,F,Married,Y,Blue Collar,3High,Owner,West,2,D,James Hickman,James.Hickman@mail.com
Y,M,Grad,512300,<=35,Y,C,,Y,Professional,3High,Owner,West,1,F,John Walsh,John.Walsh@mail.com
N,M,Some College,166116,<=35,Y,C,Married,Y,Sales/Service,1Low,Renter,Midwest,3,E,Fred Blocker,Fred.Blocker@mail.com
N,F,Bach,298551,<=65,Y,I,Married,Y,Professional,3High,Owner,South,2,A,Shanelle Seidt,Shanelle.Seidt@mail.com
N,F,Grad,776265,<=45,Y,C,Married,Y,Professional,1Low,Renter,Northeast,1,J,Brandi Brady,Brandi.Brady@mail.com
N,M,<HS,170040,<=45,N,G,Single,Y,Blue Collar,2Med,Owner,West,7,B,Carmelo Clemons,Carmelo.Clemons@mail.com
Y,M,HS,276347,<=35,Y,F,Single,Y,Blue Collar,1Low,Owner,South,3,E,Benjamin Smith,Benjamin.Smith@mail.com
Y,M,Some College,1019389,<=45,Y,C,,Y,Professional,1Low,Owner,South,1,H,Wesley Davis,Wesley.Davis@mail.com
Y,M,Some College,575356,<=25,N,C,,Y,Professional,2Med,Owner,West,3,G,Ronald Hinojosa,Ronald.Hinojosa@mail.com
Y,M,Grad,282582,NaN,Y,B,,U,Sales/Service,1Low,Owner,Midwest,3,G,Conrad Prater,Conrad.Prater@mail.com
Y,F,HS,113076,NaN,Y,F,,N,Others,1Low,Owner,Midwest,3,E,Jennifer Bates,Jennifer.Bates@mail.com
N,F,HS,258918,>65,Y,E,,N,Retired,1Low,Owner,South,2,E,Mary Seney,Mary.Seney@mail.com
N,M,Bach,91233,<=45,Y,J,Married,Y,Blue Collar,1Low,Owner,Midwest,5,D,Bobby Patel,Bobby.Patel@mail.com
Y,M,,0,NaN,Y,E,Single,Y,Professional,1Low,Renter,Northeast,2,G,James Clyatt,James.Clyatt@mail.com
Y,F,Bach,306944,<=65,Y,B,,N,Professional,2Med,Owner,South,2,F,Ashley Pickron,Ashley.Pickron@mail.com
Y,M,Grad,350020,<=35,N,E,Married,Y,Blue Collar,3High,Owner,Northeast,3,E,Terrance Nishiyama,Terrance.Nishiyama@mail.com
N,F,Some College,0,<=35,Y,G,,N,Sales/Service,1Low,Renter,West,5,A,Marie Sagers,Marie.Sagers@mail.com
N,F,Some College,438915,>65,N,D,Married,N,Retired,1Low,Owner,South,2,A,Dora Hertel,Dora.Hertel@mail.com
N,F,HS,0,<=45,N,F,Married,U,Others,1Low,Owner,South,8,F,Elizabeth Thresher,Elizabeth.Thresher@mail.com
N,F,<HS,0,NaN,N,G,Single,Y,Retired,1Low,Renter,South,9,B,Stephanie Colon,Stephanie.Colon@mail.com
N,M,Bach,342129,<=35,Y,E,,Y,Blue Collar,1Low,Owner,Northeast,3,D,William Trader,William.Trader@mail.com
N,M,Some College,386280,<=45,N,C,Married,Y,Blue Collar,1Low,Owner,Midwest,1,G,Robert Stramel,Robert.Stramel@mail.com
N,M,Grad,238928,>65,Y,B,Married,N,Retired,1Low,Owner,Midwest,2,G,Jon Johnson,Jon.Johnson@mail.com
Y,F,<HS,568980,<=45,Y,B,Married,U,Professional,3High,Owner,Midwest,1,I,Teresa Bradley,Teresa.Bradley@mail.com
N,F,Bach,215820,<=45,Y,B,Married,Y,Blue Collar,1Low,Owner,South,4,F,Peggy Ameduri,Peggy.Ameduri@mail.com
Y,F,Bach,496386,<=35,Y,B,Single,U,Sales/Service,1Low,Owner,South,1,E,Virginia Abernathy,Virginia.Abernathy@mail.com
Y,M,Some College,95462,<=55,N,F,,N,Professional,1Low,Owner,Midwest,8,C,Richard Hopper,Richard.Hopper@mail.com
Y,M,Bach,417644,<=65,Y,B,Married,N,Sales/Service,2Med,Owner,Northeast,1,K,Tony Fisher,Tony.Fisher@mail.com
N,M,Some College,283015,<=45,N,E,Married,U,Blue Collar,1Low,,South,3,G,David Arpin,David.Arpin@mail.com
Y,F,Some College,155325,NaN,Y,F,Married,Y,Sales/Service,1Low,,Midwest,7,D,Sheryl Cruz,Sheryl.Cruz@mail.com
N,M,HS,83930,<=55,N,I,Married,N,Others,1Low,Owner,Midwest,7,E,Andrew Musich,Andrew.Musich@mail.com
N,M,HS,414799,<=55,N,E,Single,N,Blue Collar,1Low,Owner,Midwest,2,B,David Blakely,David.Blakely@mail.com
Y,M,Bach,252880,<=45,Y,G,Single,U,Blue Collar,1Low,Renter,West,5,H,Malik Claycomb,Malik.Claycomb@mail.com
N,M,HS,0,>65,N,D,Married,N,Retired,1Low,Owner,Northeast,2,H,John Long,John.Long@mail.com
Y,M,HS,0,NaN,N,G,Single,N,Sales/Service,1Low,Renter,Midwest,9,C,Teddy Edwards,Teddy.Edwards@mail.com
Y,F,<HS,221815,<=55,Y,E,Married,Y,Professional,2Med,Owner,South,1,F,Georgia Irby,Georgia.Irby@mail.com
Y,F,Bach,275900,<=55,Y,C,Married,Y,Professional,1Low,Owner,West,3,E,Petra Williams,Petra.Williams@mail.com
N,F,HS,113220,>65,Y,B,,N,Retired,1Low,Owner,South,2,G,Roberta Hartzell,Roberta.Hartzell@mail.com
N,F,HS,113932,<=35,Y,E,,N,Sales/Service,1Low,Owner,Midwest,5,D,Joanne Ott,Joanne.Ott@mail.com
Y,F,Grad,117022,<=65,Y,E,Married,U,Retired,1Low,Owner,South,3,E,Mercedes Escamilla,Mercedes.Escamilla@mail.com
N,U,Grad,177125,NaN,N,F,,U,Sales/Service,2Med,Owner,West,7,G,Florence Hall,Florence.Hall@mail.com
N,F,Grad,0,<=35,N,F,Married,Y,Others,1Low,Owner,Midwest,4,E,Karen Leonard,Karen.Leonard@mail.com
Y,F,Bach,299303,<=25,Y,C,,Y,Professional,3High,Owner,South,1,G,Eleanor Corbett,Eleanor.Corbett@mail.com
Y,M,<HS,1064548,<=35,N,B,Married,N,Sales/Service,3High,Owner,West,1,L,Robert Casey,Robert.Casey@mail.com
N,F,Some College,599500,<=25,Y,B,,N,Blue Collar,3High,Owner,West,1,F,Angela Wood,Angela.Wood@mail.com
N,M,<HS,174356,<=65,N,E,,N,Others,1Low,Owner,South,2,D,Harry Bermudes,Harry.Bermudes@mail.com
N,M,Grad,150318,<=35,Y,E,Married,U,Others,1Low,Renter,West,8,E,Don Miles,Don.Miles@mail.com
N,F,HS,0,<=55,N,D,,N,Others,1Low,,West,7,D,Jennie Slusher,Jennie.Slusher@mail.com
Y,M,HS,197072,<=65,Y,F,,Y,Sales/Service,2Med,Owner,West,7,F,James Joseph,James.Joseph@mail.com
N,F,Some College,159706,<=55,Y,D,,N,Professional,1Low,Owner,South,3,B,Kathleen Turbyfill,Kathleen.Turbyfill@mail.com
N,F,HS,321942,<=55,Y,F,,Y,Sales/Service,1Low,Renter,Northeast,3,D,Delores Ortiz,Delores.Ortiz@mail.com
Y,M,Grad,548379,<=55,Y,B,Married,N,Professional,1Low,Owner,Midwest,2,J,Wayne Garcia,Wayne.Garcia@mail.com
Y,M,Grad,1096137,<=35,Y,C,Married,Y,Blue Collar,3High,Owner,Midwest,1,G,Donald Doyle,Donald.Doyle@mail.com
N,F,HS,0,NaN,Y,C,Married,U,Sales/Service,1Low,Owner,West,9,E,Debbie Ashby,Debbie.Ashby@mail.com
Y,M,Some College,0,<=65,Y,E,Single,N,Professional,1Low,Renter,Northeast,3,B,Carl Oneill,Carl.Oneill@mail.com
N,F,<HS,23805,>65,Y,G,,U,Retired,1Low,Renter,Northeast,4,D,Lucille Slavens,Lucille.Slavens@mail.com
N,M,Some College,0,<=55,Y,E,Married,Y,Professional,1Low,Owner,Midwest,1,E,Steven Devers,Steven.Devers@mail.com
Y,F,HS,357116,<=55,Y,C,Married,Y,Sales/Service,2Med,Owner,Midwest,2,H,Sonya Prunty,Sonya.Prunty@mail.com
Y,M,Grad,507405,<=55,Y,C,Married,Y,Professional,2Med,Owner,South,1,J,Terry Harrill,Terry.Harrill@mail.com
N,F,HS,148681,<=55,Y,G,,Y,Professional,1Low,Renter,South,2,E,Dawn Mattews,Dawn.Mattews@mail.com
N,M,Some College,156469,<=55,Y,F,,N,Sales/Service,2Med,Owner,South,3,F,Adam Carpenter,Adam.Carpenter@mail.com
N,M,HS,0,<=45,Y,C,,N,Sales/Service,1Low,Owner,South,2,F,Brandon Thomas,Brandon.Thomas@mail.com
Y,F,HS,0,<=55,Y,B,Single,U,Sales/Service,1Low,Renter,Northeast,2,D,Jean Handel,Jean.Handel@mail.com
N,M,Some College,207100,NaN,Y,E,Married,U,Blue Collar,2Med,Owner,South,8,D,Sean Garcia,Sean.Garcia@mail.com
Y,M,Some College,296687,<=55,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,3,G,Johnny Bethke,Johnny.Bethke@mail.com
Y,M,HS,0,<=55,Y,E,Married,N,Blue Collar,1Low,Owner,South,4,E,Kerry Casto,Kerry.Casto@mail.com
Y,M,Grad,361335,<=65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,J,Damon Seago,Damon.Seago@mail.com
Y,M,Some College,295444,<=55,Y,E,Married,Y,Professional,1Low,Owner,Midwest,1,G,Michael Altro,Michael.Altro@mail.com
Y,F,HS,346301,<=35,N,C,Married,Y,Sales/Service,3High,Owner,Northeast,4,F,Maria Garcia,Maria.Garcia@mail.com
N,M,<HS,66080,NaN,N,F,Married,Y,Blue Collar,1Low,Renter,Midwest,9,A,James Marquez,James.Marquez@mail.com
Y,M,Grad,896928,<=55,N,B,,Y,Professional,2Med,Owner,Northeast,5,K,Jason Branch,Jason.Branch@mail.com
N,M,HS,217455,<=65,N,B,Married,N,Blue Collar,1Low,Owner,Northeast,3,E,Richard Benson,Richard.Benson@mail.com
Y,U,Bach,523200,NaN,Y,B,,Y,Professional,3High,Owner,South,3,G,Marilyn Marler,Marilyn.Marler@mail.com
Y,M,Grad,663570,<=65,N,C,Married,N,Professional,2Med,Owner,South,2,J,Earl Sullivan,Earl.Sullivan@mail.com
Y,F,Bach,1032448,<=35,Y,C,,Y,Professional,1Low,Owner,South,1,I,Carol Brown,Carol.Brown@mail.com
N,F,<HS,692259,NaN,N,G,Married,Y,Sales/Service,1Low,Renter,Northeast,3,E,Wanda Lee,Wanda.Lee@mail.com
Y,F,Grad,578332,<=65,Y,B,Single,N,Professional,1Low,Owner,Midwest,1,I,Linda Madsen,Linda.Madsen@mail.com
Y,F,Some College,0,<=45,Y,J,Married,U,Blue Collar,1Low,Owner,Midwest,6,E,Nicole Suarez,Nicole.Suarez@mail.com
N,U,HS,225728,<=35,N,E,,Y,Blue Collar,1Low,Owner,West,6,E,Carol Baldwin,Carol.Baldwin@mail.com
Y,M,Grad,1077922,<=65,N,B,Married,U,Professional,1Low,Owner,Northeast,1,L,James Murphy,James.Murphy@mail.com
N,M,HS,118308,NaN,N,G,Single,Y,Blue Collar,1Low,Renter,South,8,D,Frank Elliott,Frank.Elliott@mail.com
N,F,Some College,15756,NaN,N,G,Married,Y,Sales/Service,1Low,Renter,South,8,B,Judith Saxman,Judith.Saxman@mail.com
N,U,Some College,133320,<=55,N,G,,U,Blue Collar,1Low,Renter,West,3,E,Barbara Reck,Barbara.Reck@mail.com
Y,M,Some College,0,NaN,N,G,Single,U,Sales/Service,1Low,Renter,Northeast,9,B,Frank Pratt,Frank.Pratt@mail.com
N,F,HS,0,>65,N,D,Married,N,Retired,1Low,Owner,Midwest,8,B,Florinda Maynard,Florinda.Maynard@mail.com
Y,M,Some College,0,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,1,G,Jesus Cayo,Jesus.Cayo@mail.com
N,M,Bach,0,<=45,Y,E,Married,U,Sales/Service,1Low,Owner,Midwest,6,E,Franklin Schmitt,Franklin.Schmitt@mail.com
N,M,HS,0,NaN,N,G,,U,Sales/Service,1Low,Owner,Midwest,5,B,Patrick Rappa,Patrick.Rappa@mail.com
Y,F,<HS,708761,<=55,Y,F,Married,Y,Sales/Service,2Med,Owner,South,2,E,Donna Reynolds,Donna.Reynolds@mail.com
Y,M,Bach,196470,<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,Midwest,3,G,Randal Harper,Randal.Harper@mail.com
N,F,HS,264259,<=65,Y,B,Married,U,Sales/Service,1Low,Owner,South,1,G,Velma Shin,Velma.Shin@mail.com
Y,F,Grad,945673,<=55,Y,B,Single,Y,Sales/Service,1Low,Owner,West,1,J,Angela Romer,Angela.Romer@mail.com
N,F,Some College,119900,NaN,N,E,,U,Sales/Service,1Low,Owner,South,9,F,Ellen Crane,Ellen.Crane@mail.com
N,M,Some College,102318,<=35,Y,I,Single,U,Blue Collar,1Low,Owner,South,3,D,Reginald Cash,Reginald.Cash@mail.com
N,M,Bach,0,<=55,Y,E,,U,Professional,1Low,Owner,South,2,E,Christopher Barrios,Christopher.Barrios@mail.com
Y,M,Bach,80289,<=65,Y,B,Married,N,Retired,1Low,Owner,South,3,E,Richard Sims,Richard.Sims@mail.com
N,M,<HS,90971,<=25,N,G,,Y,Blue Collar,1Low,Owner,Midwest,7,C,Juan Cosby,Juan.Cosby@mail.com
N,F,HS,873090,>65,Y,E,,Y,Retired,3High,Owner,West,1,I,Connie Poole,Connie.Poole@mail.com
N,F,HS,0,>65,N,G,,Y,Retired,1Low,Renter,South,3,E,Juanita Mallon,Juanita.Mallon@mail.com
N,M,<HS,263235,NaN,N,G,,Y,Farm,1Low,Renter,West,8,B,James Grubbs,James.Grubbs@mail.com
N,F,Grad,1096758,<=35,Y,B,,N,Professional,1Low,Owner,Northeast,1,J,Erica Avans,Erica.Avans@mail.com
N,F,Bach,205683,NaN,N,E,,Y,Others,1Low,Owner,South,1,E,Lucille Barstow,Lucille.Barstow@mail.com
N,M,Grad,0,NaN,Y,B,Married,U,Sales/Service,1Low,Owner,Northeast,7,E,Donny Lackey,Donny.Lackey@mail.com
N,F,Some College,0,<=35,N,G,,U,Blue Collar,1Low,Renter,Northeast,8,D,Mary Hardin,Mary.Hardin@mail.com
Y,F,Grad,244596,<=55,N,B,Married,U,Professional,1Low,Owner,South,4,E,Lucy Stott,Lucy.Stott@mail.com
Y,F,Some College,495950,<=45,Y,F,Married,Y,Sales/Service,1Low,Owner,West,5,F,Evelyn Ripper,Evelyn.Ripper@mail.com
Y,M,Bach,1079100,<=55,Y,C,Married,Y,Professional,3High,Owner,South,1,L,John Pruitt,John.Pruitt@mail.com
Y,M,Bach,1379940,<=35,Y,C,,U,Sales/Service,2Med,Owner,Northeast,1,L,Michael Howell,Michael.Howell@mail.com
N,M,Some College,553284,<=65,N,E,,U,Professional,1Low,,West,8,F,David Caverly,David.Caverly@mail.com
N,F,HS,0,<=65,N,B,,U,Others,1Low,Owner,Midwest,3,D,Soledad Beall,Soledad.Beall@mail.com
Y,F,Some College,204811,<=45,Y,F,Married,Y,Professional,2Med,Owner,West,4,E,Donna Bagby,Donna.Bagby@mail.com
N,F,Some College,0,<=65,N,J,,N,Sales/Service,1Low,,South,3,C,Monique Packer,Monique.Packer@mail.com
Y,M,Grad,349628,<=45,Y,B,,Y,Professional,1Low,Owner,South,2,F,Curtis Rinehart,Curtis.Rinehart@mail.com
N,F,HS,698516,>65,N,E,,N,Retired,1Low,Renter,South,1,G,Sarah Noble,Sarah.Noble@mail.com
Y,M,Bach,0,<=45,Y,A,Married,Y,Others,1Low,Renter,South,1,F,James Rodriguez,James.Rodriguez@mail.com
Y,F,Bach,445504,<=55,Y,E,,N,Sales/Service,1Low,Owner,South,1,H,Angela Edwards,Angela.Edwards@mail.com
Y,M,Bach,528682,<=65,Y,B,Married,Y,Professional,1Low,Owner,South,1,E,Kenneth Robinson,Kenneth.Robinson@mail.com
Y,M,Grad,0,<=65,Y,B,Married,N,Professional,1Low,Owner,West,3,J,Vincent Tutwiler,Vincent.Tutwiler@mail.com
N,M,Bach,402864,<=45,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,I,Jerry Ruiz,Jerry.Ruiz@mail.com
N,F,Some College,0,<=35,Y,A,Single,U,Professional,1Low,,West,5,B,Marquita Demonbreun,Marquita.Demonbreun@mail.com
Y,M,Some College,132435,<=45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,6,F,Brian Lux,Brian.Lux@mail.com
Y,M,Some College,198533,<=35,Y,J,Married,Y,Professional,1Low,Renter,Midwest,1,H,Jose Spiney,Jose.Spiney@mail.com
N,M,Bach,221008,<=55,N,E,,Y,Sales/Service,1Low,Renter,South,8,F,Daryl Gonzalez,Daryl.Gonzalez@mail.com
N,M,HS,0,NaN,Y,F,Married,N,Blue Collar,1Low,,Northeast,8,D,Charles Danahy,Charles.Danahy@mail.com
Y,M,HS,0,>65,N,F,Married,N,Retired,1Low,Owner,Midwest,4,A,Timothy Mcmunn,Timothy.Mcmunn@mail.com
N,F,<HS,80383,NaN,Y,J,Married,N,Sales/Service,1Low,Owner,Midwest,2,A,Kelsey Bennett,Kelsey.Bennett@mail.com
Y,F,<HS,0,<=25,N,A,Single,U,Sales/Service,1Low,Owner,Northeast,4,E,Linda Harris,Linda.Harris@mail.com
Y,F,Bach,118701,<=55,Y,J,Married,Y,Professional,1Low,Owner,Midwest,2,D,Paula Rosenthal,Paula.Rosenthal@mail.com
N,F,Some College,349246,<=55,N,C,Married,N,Sales/Service,1Low,Owner,South,1,G,Debra Banks,Debra.Banks@mail.com
Y,M,Some College,477049,<=45,Y,C,Married,Y,Professional,1Low,Owner,South,3,F,Charles Kenan,Charles.Kenan@mail.com
N,M,Bach,321005,<=45,Y,B,,Y,Professional,1Low,Owner,Midwest,1,J,Steven Obrien,Steven.Obrien@mail.com
N,M,Bach,17440,<=35,N,G,Single,Y,Blue Collar,1Low,Renter,Midwest,7,E,Justin Richey,Justin.Richey@mail.com
Y,F,Bach,879330,<=45,N,C,Married,Y,Professional,3High,Owner,South,1,H,Carolyn Grandi,Carolyn.Grandi@mail.com
Y,M,Some College,118346,<=25,Y,B,,N,Others,1Low,Owner,Northeast,2,E,John Mortensen,John.Mortensen@mail.com
Y,M,,1552846,NaN,Y,B,,Y,Others,3High,Owner,South,1,L,Geraldo Rael,Geraldo.Rael@mail.com
Y,F,Some College,141198,<=25,N,D,Married,N,Sales/Service,1Low,Owner,South,5,B,Lizbeth Ethier,Lizbeth.Ethier@mail.com
Y,F,Bach,806600,<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,L,Dana Coleman,Dana.Coleman@mail.com
N,M,Grad,763000,<=45,N,E,Married,U,Professional,1Low,,Northeast,1,G,Terrence Mahi,Terrence.Mahi@mail.com
Y,M,Some College,506196,<=35,Y,C,Married,Y,Professional,1Low,Owner,West,1,H,Richard Mcclain,Richard.Mcclain@mail.com
Y,F,Bach,438725,NaN,Y,C,,Y,Sales/Service,2Med,Owner,West,1,E,Elizabeth Warnack,Elizabeth.Warnack@mail.com
Y,F,<HS,0,<=65,Y,H,Single,Y,Others,1Low,Renter,Northeast,8,B,Lynne Penn,Lynne.Penn@mail.com
N,M,Bach,1538894,>65,Y,B,Married,N,Retired,3High,Owner,West,1,L,Bobby Mcleod,Bobby.Mcleod@mail.com
Y,F,<HS,596848,NaN,Y,B,Married,Y,Professional,3High,Owner,South,1,H,Nettie Bencomo,Nettie.Bencomo@mail.com
Y,M,Bach,290757,<=45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,H,Steve Wyatt,Steve.Wyatt@mail.com
Y,M,Grad,0,<=35,Y,A,,N,Sales/Service,1Low,,Northeast,8,D,Justin Pawlak,Justin.Pawlak@mail.com
Y,M,Bach,521565,<=65,Y,H,Single,N,Professional,1Low,Renter,West,1,G,Sterling Essary,Sterling.Essary@mail.com
N,M,,0,<=45,N,G,Married,Y,Blue Collar,1Low,Renter,South,9,E,Allen Tutt,Allen.Tutt@mail.com
N,F,Some College,0,<=35,N,G,,Y,Sales/Service,1Low,,South,6,B,Margaret Stadler,Margaret.Stadler@mail.com
Y,F,Some College,190202,<=25,N,C,Married,Y,Sales/Service,2Med,Owner,South,2,J,Kimberly Shipp,Kimberly.Shipp@mail.com
N,F,HS,0,NaN,Y,G,,N,Blue Collar,1Low,Renter,Midwest,7,A,Betty Campbell,Betty.Campbell@mail.com
N,M,HS,64048,<=35,N,G,Single,U,Blue Collar,1Low,Renter,South,8,A,Timothy Haran,Timothy.Haran@mail.com
Y,M,HS,251626,<=55,N,E,Married,Y,Sales/Service,1Low,Owner,South,3,G,Stephen Gros,Stephen.Gros@mail.com
Y,M,HS,1114416,<=55,Y,C,Married,U,Professional,3High,Owner,West,1,H,George Rice,George.Rice@mail.com
Y,U,HS,0,NaN,Y,A,,N,Sales/Service,1Low,Renter,West,9,B,Donna Twomey,Donna.Twomey@mail.com
Y,F,HS,119527,<=55,N,F,Married,Y,Sales/Service,1Low,Owner,South,2,D,Lynn Hebert,Lynn.Hebert@mail.com
Y,F,Bach,252918,<=45,Y,C,,Y,Professional,3High,Owner,South,2,E,Katherine Aguilera,Katherine.Aguilera@mail.com
N,F,HS,223493,>65,Y,D,,N,Retired,1Low,Owner,South,1,B,Amanda Ramos,Amanda.Ramos@mail.com
N,F,Bach,0,>65,N,E,,U,Retired,1Low,Renter,West,3,F,Dorothy Ellis,Dorothy.Ellis@mail.com
Y,M,<HS,82469,<=45,N,I,Single,Y,Blue Collar,1Low,Owner,Midwest,4,F,David Ferguson,David.Ferguson@mail.com
Y,M,Some College,269186,<=65,N,B,Married,N,Professional,1Low,Owner,Northeast,2,G,Joseph Blaser,Joseph.Blaser@mail.com
Y,M,HS,96438,<=45,Y,F,Married,Y,Blue Collar,1Low,Owner,South,3,E,Archie Weathers,Archie.Weathers@mail.com
Y,M,Bach,429732,<=35,Y,C,Married,Y,Professional,1Low,Owner,West,3,J,Cameron Mathison,Cameron.Mathison@mail.com
Y,F,HS,209979,<=65,Y,E,Married,N,Professional,1Low,Renter,South,2,D,Sara Nelson,Sara.Nelson@mail.com
Y,M,Bach,0,<=55,N,A,Single,U,Sales/Service,1Low,,West,4,C,Harold Landry,Harold.Landry@mail.com
Y,F,Some College,0,<=55,N,G,Single,U,Sales/Service,1Low,Renter,South,8,D,Marilyn Cesari,Marilyn.Cesari@mail.com
N,M,Grad,198816,<=55,N,B,Married,Y,Professional,1Low,Owner,Midwest,1,F,Sylvester Rivera,Sylvester.Rivera@mail.com
N,M,Bach,391800,<=45,Y,E,,Y,Blue Collar,3High,Owner,Northeast,3,F,Ernest Perdomo,Ernest.Perdomo@mail.com
N,M,Some College,215820,NaN,Y,H,Single,U,Sales/Service,1Low,Renter,South,2,E,Michael Wilson,Michael.Wilson@mail.com
Y,M,Bach,368520,<=45,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,K,Donn Dutcher,Donn.Dutcher@mail.com
N,F,HS,144034,<=45,N,G,Married,Y,Others,1Low,Renter,Northeast,5,A,Elizabeth Spragg,Elizabeth.Spragg@mail.com
Y,M,Bach,720446,<=55,Y,B,Married,N,Professional,3High,Owner,West,3,B,Brent Martin,Brent.Martin@mail.com
Y,M,Grad,132729,<=45,Y,C,Married,U,Sales/Service,1Low,Owner,Midwest,3,G,Arnold Delgado,Arnold.Delgado@mail.com
Y,M,Bach,482325,<=55,N,J,Married,Y,Sales/Service,1Low,Renter,South,3,C,Chad Morgan,Chad.Morgan@mail.com
N,M,Bach,141700,NaN,N,G,,U,Sales/Service,1Low,Renter,Midwest,7,D,Eddy Mcgee,Eddy.Mcgee@mail.com
Y,M,Bach,305200,<=35,Y,C,Married,Y,Professional,3High,Owner,South,2,E,David Mcbride,David.Mcbride@mail.com
Y,M,Some College,494511,<=55,Y,C,Married,Y,Professional,2Med,Owner,West,1,L,Ernest Logsdon,Ernest.Logsdon@mail.com
Y,M,HS,242389,NaN,Y,C,Married,Y,Sales/Service,2Med,Owner,South,1,F,Guy Wells,Guy.Wells@mail.com
Y,M,HS,522546,<=65,Y,B,Married,N,Professional,2Med,Owner,West,2,H,Michael Olivarez,Michael.Olivarez@mail.com
N,F,HS,54412,<=55,N,I,Married,N,Blue Collar,1Low,Owner,South,7,A,Concetta Ferro,Concetta.Ferro@mail.com
N,F,Grad,138866,<=35,Y,E,,N,Blue Collar,1Low,Owner,South,4,E,Sharon Morey,Sharon.Morey@mail.com
N,F,HS,163500,NaN,N,E,,Y,Blue Collar,1Low,Owner,Midwest,1,F,Margarita Stoglin,Margarita.Stoglin@mail.com
Y,M,HS,249392,<=55,Y,E,Married,Y,Blue Collar,1Low,,West,5,D,Greg Bacon,Greg.Bacon@mail.com
Y,F,Bach,824585,<=55,Y,B,,U,Professional,1Low,Owner,West,1,J,Heather Kahan,Heather.Kahan@mail.com
Y,M,HS,258657,>65,N,C,,Y,Retired,1Low,,West,2,F,Paul Johnson,Paul.Johnson@mail.com
